[header]
width=32
height=30
tilewidth=16
tileheight=16

[tilesets]
tileset=../Tilesets/transfinal.gif,16,16,0,0
tileset=../Sprites/Enemies/triangleHead.gif,24,24,0,0

[layer]
type=Tile Layer 1
data=
42,42,42,42,42,42,42,42,42,42,42,42,42,42,56,42,42,42,42,42,42,42,56,42,42,42,42,42,42,42,42,42,
44,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43,
44,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43,
44,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43,
44,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,43,
44,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,43,
44,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43,
44,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,43,
44,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,43,
44,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43,
44,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,43,
44,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,43,
44,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43,
44,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,43,
44,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,43,
44,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43,
44,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,43,
44,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,43,
44,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43,
44,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,43,
44,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,43,
44,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43,
44,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,43,
44,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,43,
44,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43,
44,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,60,61,2,2,43,
44,2,2,2,2,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,64,65,2,2,43,
44,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43,
44,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,43,
41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41

[layer]
type=Tile Layer 2
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,62,0,0,0,0,0,0,62,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,62,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0

